rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,year
879,"International Islamic University, Islamabad",30614,0.2,0.08,37.93,21.54,15.23,53.1,34.4,46.6,2020
880,University of Isfahan,13782,0.21,0.01,37.92,21.53,15.21,13.4,45.5,17.5,2020
881,Isfahan University of Medical Sciences,11340,0.12,0.01,37.91,21.51,15.19,22.4,37.4,16.1,2020
882,Istanbul University,122002,0.6,0.06,37.89,21.5,15.17,23.6,49.8,27.1,2020
883,Jadavpur University,11528,0.18,0.01,37.88,21.48,15.16,28.5,40.8,15.4,2020
884,University of Jaén,16782,0.2,0.1,37.87,21.47,15.14,34.7,35.8,38.8,2020
885,Jiangsu University,35335,0.1,0.05,37.86,21.45,15.12,33.1,55.5,37.0,2020
886,Jilin University,70450,0.11,0.03,37.84,21.44,15.1,27.4,43.3,20.4,2020
887,Jinan University,34904,0.14,0.34,37.83,21.43,15.08,38.5,40.4,54.6,2020
888,University of Jordan,30495,0.17,0.16,37.82,21.41,15.06,29.1,39.3,67.2,2020
889,Juntendo University,4653,0.04,0.02,37.81,21.4,15.05,27.8,47.4,20.4,2020
890,Kanazawa University,10420,0.1,0.05,37.79,21.38,15.03,28.4,36.9,24.2,2020
891,Kaohsiung Medical University,6881,0.12,0.07,37.78,21.37,15.01,25.9,54.8,26.0,2020
892,Karabük University,52191,0.53,0.12,37.77,21.36,14.99,39.2,34.4,30.6,2020
893,Karlstad University,8552,0.13,0.0,37.75,21.34,14.97,47.6,35.2,37.2,2020
894,Kingston University,15700,0.18,0.36,37.74,21.33,14.95,33.3,34.7,84.2,2020
895,K.N. Toosi University of Technology,6582,0.22,0.01,37.73,21.31,14.93,25.1,46.4,19.7,2020
896,Kumamoto University,10032,0.08,0.07,37.72,21.3,14.92,23.2,44.8,28.2,2020
897,University of Kurdistan,9441,0.29,0.01,37.7,21.29,14.9,46.6,39.3,17.5,2020
898,Kuwait University,36551,0.24,0.15,37.69,21.27,14.88,31.7,37.4,69.9,2020
899,Kyoto Prefectural University of Medicine,1330,0.03,0.01,37.68,21.26,14.86,33.7,44.2,16.1,2020
900,Kyungpook National University,24155,0.24,0.06,37.67,21.24,14.84,25.0,43.4,29.3,2020
901,University of Lagos,34056,0.2,0.0,37.65,21.23,14.83,58.7,34.5,27.4,2020
902,Lahore University of Management Sciences,3859,0.15,0.01,37.64,21.22,14.81,33.9,35.1,49.0,2020
903,University of Las Palmas de Gran Canaria,18714,0.17,0.07,37.63,21.2,14.79,44.4,34.4,36.8,2020
904,University of Latvia,12367,0.33,0.06,37.62,21.19,14.77,24.4,41.6,48.9,2020
905,Lebanese American University,7866,0.13,0.18,37.6,21.17,14.75,25.1,34.8,84.7,2020
906,Leeds Beckett University,19726,0.2,0.12,37.59,21.16,14.73,39.5,35.0,49.8,2020
907,Louisiana Tech University,11210,0.23,0.04,37.58,21.15,14.72,43.9,34.8,32.7,2020
908,Lviv Polytechnic National University,21560,0.11,0.01,37.57,21.13,14.7,49.5,34.7,24.4,2020
909,University of Malaga,35654,0.13,0.09,37.55,21.12,14.68,33.1,36.2,41.2,2020
910,University of Maribor,12124,0.14,0.05,37.54,21.11,14.66,31.0,40.0,37.9,2020
911,Marquette University,10472,0.12,0.04,37.53,21.09,14.64,34.3,36.3,24.6,2020
912,University of Mazandaran,12942,0.34,0.02,37.52,21.08,14.63,32.9,37.4,17.2,2020
913,Mississippi State University,26121,0.19,0.03,37.5,21.06,14.61,43.6,40.3,25.9,2020
914,University of Murcia,27662,0.16,0.07,37.49,21.05,14.59,32.6,35.9,38.5,2020
915,Muroran Institute of Technology,3365,0.18,0.04,37.48,21.04,14.57,42.6,37.7,30.7,2020
916,University of Nairobi,69456,0.39,0.01,37.47,21.02,14.55,48.3,34.8,47.0,2020
917,Nanjing Agricultural University,25963,0.16,0.03,37.46,21.01,14.54,43.2,47.4,21.2,2020
918,Nanjing Tech University,33175,0.14,0.02,37.44,21.0,14.52,53.0,59.7,24.3,2020
919,National Central University,10838,0.09,0.1,37.43,20.98,14.5,22.1,65.6,40.8,2020
920,National Chengchi University,13558,0.16,0.16,37.42,20.97,14.48,13.2,42.0,46.4,2020
921,National Dong Hwa University,10269,0.18,0.09,37.41,20.95,14.47,28.9,37.8,38.6,2020
922,National Institute of Technology Rourkela,5851,0.19,0.04,37.39,20.94,14.45,44.8,37.5,17.1,2020
923,Saint-Petersburg Mining University,7298,0.11,0.11,37.38,20.93,14.43,48.9,71.1,28.1,2020
924,National University of Sciences and Technology,10645,0.08,0.03,37.37,20.91,14.41,35.1,34.8,40.0,2020
925,National Sun Yat-Sen University,9190,0.13,0.06,37.36,20.9,14.39,21.9,58.9,30.6,2020
926,National Taipei University of Technology,9994,0.16,0.08,37.34,20.89,14.38,22.4,86.7,28.8,2020
927,"National Institute of Technology, Tiruchirappalli",6081,0.19,0.08,37.33,20.87,14.36,32.8,51.9,22.1,2020
928,The New School,10434,0.09,0.35,37.32,20.86,14.34,30.2,38.4,50.3,2020
929,Niigata University,12158,0.08,0.02,37.31,20.85,14.32,41.3,40.0,23.3,2020
930,Normandy University,68013,0.2,0.11,37.3,20.83,14.31,38.8,35.8,53.3,2020
931,Northeastern University,36015,0.15,0.04,37.28,20.82,14.29,19.3,96.9,37.5,2020
932,Northeast Normal University,25425,0.15,0.02,37.27,20.81,14.27,48.6,37.1,18.3,2020
933,University of Northern British Columbia (UNBC),2733,0.14,0.08,37.26,20.79,14.25,42.0,34.8,37.3,2020
934,Northwest University,24237,0.15,0.04,37.25,20.78,14.24,37.5,40.6,21.5,2020
935,NorthWest A&F University,29327,0.15,0.01,37.24,20.77,14.22,37.8,45.2,22.8,2020
936,Okayama University,13099,0.08,0.08,37.22,20.75,14.2,27.0,51.6,28.2,2020
937,Osaka City University,8279,0.09,0.04,37.21,20.74,14.18,26.8,39.3,24.6,2020
938,Osmania University,12454,0.18,0.02,37.2,20.73,14.17,31.5,39.6,15.4,2020
939,Pablo de Olavide University,12113,0.14,0.18,37.19,20.71,14.15,42.0,35.2,50.2,2020
940,University of Patras,25580,0.28,0.05,37.18,20.7,14.13,39.4,39.4,37.7,2020
941,University of Pécs,16859,0.11,0.22,37.16,20.69,14.11,40.9,37.5,55.9,2020
942,Polytechnic Institute of Porto,18511,0.17,0.06,37.15,20.67,14.1,48.5,34.6,32.8,2020
943,Polytechnic University of Valencia,21119,0.1,0.14,37.14,20.66,14.08,41.3,44.8,50.0,2020
944,Pondicherry University,6107,0.17,0.01,37.13,20.65,14.06,18.3,34.5,14.5,2020
945,Pontifical Catholic University of Peru,24984,0.08,0.03,37.12,20.63,14.04,33.8,35.9,47.4,2020
946,Pontifical Catholic University of Rio Grande do Sul (PUCRS),16750,0.23,0.0,37.1,20.62,14.03,41.1,49.7,25.8,2020
947,University of Puerto Rico,49713,0.14,0.01,37.09,20.61,14.01,43.7,34.9,43.7,2020
948,University of the Punjab,27907,0.27,0.0,37.08,20.59,13.99,34.1,35.2,32.5,2020
949,University Rey Juan Carlos,42079,0.25,0.11,37.07,20.58,13.98,40.9,36.7,45.5,2020
950,Rikkyo University,20183,0.14,0.04,37.06,20.57,13.96,47.5,34.8,42.7,2020
951,Rochester Institute of Technology,13996,0.16,0.18,37.04,20.55,13.94,39.0,35.9,41.6,2020
952,University of Roehampton,7665,0.16,0.28,37.03,20.54,13.92,31.3,34.5,76.0,2020
953,RUDN University,19803,0.12,0.29,37.02,20.53,13.91,25.2,37.0,51.6,2020
954,Université Saint-Joseph de Beyrouth,7566,0.19,0.05,37.01,20.51,13.89,24.0,35.8,70.7,2020
955,University of Salford,15356,0.17,0.22,37.0,20.5,13.87,38.7,34.8,70.1,2020
956,São Paulo State University (UNESP),39577,0.13,0.02,36.98,20.49,13.85,16.8,36.9,25.1,2020
957,Sapporo Medical University,1336,0.04,0.0,36.97,20.47,13.84,32.3,44.1,15.1,2020
958,University of Science and Technology Beijing,24232,0.15,0.04,36.96,20.46,13.82,29.5,54.4,20.3,2020
959,University of Seoul,8807,0.17,0.05,36.95,20.45,13.8,24.7,40.9,29.2,2020
960,University of Seville,62811,0.21,0.06,36.94,20.44,13.79,36.5,36.6,38.2,2020
961,Shahid Beheshti University,18403,0.21,0.02,36.93,20.42,13.77,38.0,66.9,19.6,2020
962,Shanghai University,36637,0.11,0.06,36.91,20.41,13.75,29.6,60.0,31.0,2020
963,Shanghai University of Finance and Economics (SUFE),15130,0.15,0.05,36.9,20.4,13.74,32.7,38.2,48.8,2020
964,Shanghai Maritime University,23789,0.18,0.03,36.89,20.38,13.72,40.3,51.2,36.3,2020
965,Shantou University,10305,0.12,0.01,36.88,20.37,13.7,39.5,44.1,41.8,2020
966,Sheffield Hallam University,25119,0.17,0.13,36.87,20.36,13.68,41.4,34.8,52.9,2020
967,Shiraz University,14286,0.21,0.0,36.86,20.34,13.67,27.2,57.0,18.1,2020
968,Sogang University,9559,0.23,0.11,36.84,20.33,13.65,23.6,47.7,34.9,2020
969,University of South Bohemia in České Budějovice,9738,0.15,0.05,36.83,20.32,13.63,46.1,34.5,47.3,2020
970,Southwestern University of Finance and Economics,22283,0.16,0.02,36.82,20.31,13.62,48.0,37.1,44.7,2020
971,Sri Venkateswara University,7832,0.16,0.0,36.81,20.29,13.6,32.6,35.0,20.4,2020
972,Staffordshire University,8558,0.15,0.12,36.8,20.28,13.58,42.8,34.6,52.2,2020
973,St Marianna University School of Medicine,846,0.01,0.01,36.79,20.27,13.57,36.9,34.6,16.0,2020
974,Sultan Qaboos University,6823,0.07,0.04,36.77,20.25,13.55,19.1,47.4,73.1,2020
975,University of Szeged,19700,0.13,0.16,36.76,20.24,13.53,36.6,36.5,54.4,2020
976,Tallinn University,7681,0.27,0.12,36.75,20.23,13.52,29.5,38.2,63.0,2020
977,Tallinn University of Technology,9895,0.22,0.14,36.74,20.22,13.5,27.8,47.3,60.2,2020
978,Tanta University,128995,0.24,0.01,36.73,20.2,13.48,34.7,34.8,40.9,2020
979,Technical University of Madrid,40592,0.14,0.13,36.72,20.19,13.47,37.7,42.4,49.1,2020
980,Technological University Dublin,14904,0.2,0.2,36.7,20.18,13.45,32.9,35.1,73.0,2020
981,Teesside University,11919,0.18,0.11,36.69,20.16,13.43,43.9,34.8,53.7,2020
982,Universiti Tenaga Nasional (UNITEN),6780,0.16,0.06,36.68,20.15,13.42,33.9,91.5,37.1,2020
983,University of Texas at El Paso,17089,0.23,0.08,36.67,20.14,13.4,36.3,34.4,40.7,2020
984,Tezpur University,3904,0.14,0.01,36.66,20.13,13.38,29.0,41.7,14.1,2020
985,Tokyo University of Agriculture and Technology,5766,0.15,0.06,36.65,20.11,13.37,18.0,45.9,25.7,2020
986,Tokyo Medical University,1350,0.02,0.01,36.64,20.1,13.35,35.0,35.7,17.1,2020
987,Tokyo University of Science,18490,0.24,0.02,36.62,20.09,13.33,19.1,41.9,21.3,2020
988,University of Trás-os-Montes and Alto Douro,6793,0.12,0.04,36.61,20.08,13.32,32.3,34.4,37.5,2020
989,Tshwane University of Technology,45992,0.39,0.02,36.6,20.06,13.3,42.9,36.1,43.2,2020
990,Universiti Utara Malaysia,12871,0.12,0.25,36.59,20.05,13.28,9.3,36.8,54.3,2020
991,"Vietnam National University, Hanoi",32944,0.13,0.01,36.58,20.04,13.27,38.8,36.5,47.4,2020
992,University of Vigo,18652,0.16,0.05,36.57,20.02,13.25,39.5,38.4,41.6,2020
993,Vilnius University,16216,0.11,0.09,36.56,20.01,13.23,37.1,46.6,55.6,2020
994,VIT University,33380,0.2,0.01,36.54,20.0,13.22,44.0,36.3,20.3,2020
995,University of Wolverhampton,15687,0.2,0.21,36.53,19.99,13.2,35.0,34.5,65.3,2020
996,Wuhan University of Technology,51684,0.14,0.03,36.52,19.97,13.18,40.8,53.8,23.1,2020
997,Xiangtan University,31340,0.21,0.01,36.51,19.96,13.17,46.1,38.5,19.3,2020
998,Xidian University,34140,0.17,0.03,36.5,19.95,13.15,32.9,75.2,19.4,2020
999,Yangzhou University,36880,0.15,0.03,36.49,19.94,13.13,40.8,41.3,21.5,2020
1000,Yeungnam University,20135,0.15,0.05,36.48,19.92,13.12,45.5,40.0,36.4,2020
1001,University of Zaragoza,28211,0.1,0.06,36.47,19.91,13.1,43.8,38.6,39.4,2020
1002,Acıbadem University,2342,0.04,0.02,36.45,19.9,13.08,7.5,34.8,19.8,2020
1003,AGH University of Science and Technology,28620,0.13,0.02,36.44,19.89,13.07,23.6,38.3,20.7,2020
1004,Akdeniz University,42862,0.36,0.01,36.43,19.87,13.05,13.9,35.2,17.2,2020
1005,Akita University,4942,0.1,0.04,36.42,19.86,13.04,9.2,40.9,22.2,2020
1006,Al-Azhar University,342151,0.33,0.06,36.41,19.85,13.02,16.5,34.5,46.7,2020
1007,Alexandria University,182129,0.27,0.03,36.4,19.84,13.0,24.1,39.6,44.5,2020
1008,Alexandru Ioan Cuza University,23124,0.18,0.06,36.39,19.82,12.99,9.7,34.5,31.9,2020
1009,Al-Farabi Kazakh National University,21138,0.06,0.11,36.38,19.81,12.97,20.7,42.8,61.2,2020
1010,University of Almería,12913,0.18,0.12,36.36,19.8,12.95,26.2,36.1,41.3,2020
1011,Alzahra University,10110,0.23,0.01,36.35,19.79,12.94,16.8,36.8,15.2,2020
1012,Amity University,29623,0.15,0.04,36.34,19.77,12.92,18.8,35.8,18.8,2020
1013,Anadolu University,830104,4.94,0.01,36.33,19.76,12.91,16.5,100.0,17.3,2020
1014,"University of the Andes, Chile",8402,0.14,0.02,36.32,19.75,12.89,15.6,34.6,47.8,2020
1015,"University of the Andes, Venezuela",42198,0.17,0.0,36.31,19.74,12.87,9.1,34.4,45.6,2020
1016,Andhra University,9785,0.17,0.02,36.3,19.73,12.86,8.0,42.5,15.5,2020
1017,Andrés Bello University (UNAB),44327,0.22,0.01,36.29,19.71,12.84,29.8,34.6,47.3,2020
1018,Ankara University,69737,0.19,0.04,36.28,19.7,12.83,13.9,35.1,22.5,2020
1019,Anna University,14428,0.16,0.01,36.26,19.69,12.81,18.5,41.9,14.8,2020
1020,Annamalai University,23098,0.14,0.02,36.25,19.68,12.79,18.7,35.3,16.8,2020
1021,University of Antioquia,41389,0.24,0.0,36.24,19.66,12.78,17.2,40.6,37.7,2020
1022,Aoyama Gakuin University,19143,0.11,0.03,36.23,19.65,12.76,20.9,34.8,29.0,2020
1023,Assiut University,87471,0.2,0.01,36.22,19.64,12.75,25.7,34.4,46.7,2020
1024,Austral University of Chile,15575,0.18,0.02,36.21,19.63,12.73,22.7,46.9,50.2,2020
1025,Autonomous University of Baja California,59507,0.18,0.02,36.2,19.61,12.71,7.7,35.2,30.0,2020
1026,Autonomous University of Hidalgo State (UAEH),34995,0.18,0.01,36.19,19.6,12.7,8.4,36.2,22.1,2020
1027,Autonomous University of Nuevo León,207520,0.54,0.0,36.18,19.59,12.68,12.1,35.4,29.2,2020
1028,Autonomous University of Puebla,69982,0.33,0.01,36.16,19.58,12.67,12.2,34.7,25.7,2020
1029,Autonomous University of Querétaro,22058,0.4,0.01,36.15,19.57,12.65,17.3,38.7,25.9,2020
1030,Autonomous University of San Luis Potosi,32012,0.1,0.01,36.14,19.55,12.63,11.9,34.6,29.0,2020
1031,Autonomous University of Sinaloa,72792,0.22,0.0,36.13,19.54,12.62,14.3,35.3,26.2,2020
1032,Autonomous University of the State of Mexico,57588,0.22,0.01,36.12,19.53,12.6,6.9,39.0,25.6,2020
1033,Autonomous University of Yucatán,15206,0.14,0.0,36.11,19.52,12.59,15.9,40.2,29.3,2020
1034,Azarbaijan Shahid Madani University,6329,0.24,0.0,36.1,19.51,12.57,23.7,36.6,14.8,2020
1035,Bahauddin Zakariya University,28135,0.35,0.0,36.09,19.49,12.55,19.8,34.4,35.1,2020
1036,Bahçeşehir University,16458,0.38,0.12,36.08,19.48,12.54,14.7,53.7,40.8,2020
1037,Banasthali University,10355,0.19,0.04,36.07,19.47,12.52,11.1,39.3,18.7,2020
1038,Bandung Institute of Technology (ITB),17382,0.11,0.02,36.06,19.46,12.51,16.3,89.9,34.0,2020
1039,Bashkir State University,15236,0.11,0.03,36.04,19.45,12.49,4.5,36.9,16.7,2020
1040,Başkent University,12516,0.11,0.0,36.03,19.43,12.48,4.8,40.1,14.2,2020
1041,Belarusian State University,27101,0.08,0.09,36.02,19.42,12.46,13.3,42.4,58.1,2020
1042,Belgorod State National Research University,13175,0.13,0.18,36.01,19.41,12.44,20.4,43.7,41.8,2020
1043,University of Bío-Bío,12955,0.25,0.01,36.0,19.4,12.43,7.9,37.3,46.6,2020
1044,University of Birjand,11000,0.24,0.01,35.99,19.38,12.41,8.6,34.6,16.7,2020
1045,"Birla Institute of Technology and Science, Pilani",13535,0.17,0.01,35.98,19.37,12.4,30.8,35.3,16.4,2020
1046,University of Biskra,34037,0.25,0.01,35.97,19.36,12.38,14.0,34.4,32.5,2020
1047,Bogor Agricultural University,22289,0.12,0.03,35.96,19.35,12.37,8.9,70.7,42.3,2020
1048,University of Brawijaya,52975,0.19,0.01,35.95,19.34,12.35,8.3,36.3,21.4,2020
1049,Brno University of Technology,20275,0.2,0.22,35.94,19.33,12.33,21.7,41.2,52.2,2020
1050,Bu-Ali Sina University,11609,0.26,0.01,35.93,19.31,12.32,25.8,35.3,16.0,2020
1051,University of Bucharest,30192,0.18,0.02,35.91,19.3,12.3,15.1,36.2,27.4,2020
1052,Budapest University of Technology and Economics,18219,0.17,0.07,35.9,19.29,12.29,25.3,44.0,34.7,2020
1053,University of Burgos,7369,0.13,0.03,35.89,19.28,12.27,25.7,37.5,34.2,2020
1054,"California State University, Long Beach",30595,0.2,0.04,35.88,19.27,12.26,27.3,35.9,37.3,2020
1055,Canterbury Christ Church University,11386,0.17,0.12,35.87,19.25,12.24,20.1,34.4,42.4,2020
1056,Polytechnic University of Cartagena,4749,0.11,0.06,35.86,19.24,12.22,23.3,37.9,32.4,2020
1057,University of Carthage,32088,0.1,0.01,35.85,19.23,12.21,19.4,34.7,43.3,2020
1058,Catholic University of the North,11871,0.2,0.02,35.84,19.22,12.19,18.9,35.6,52.9,2020
1059,University of Caxias do Sul,17101,0.25,0.0,35.83,19.21,12.18,7.6,35.0,17.7,2020
1060,Ceará State University,20174,0.18,0.0,35.82,19.19,12.16,6.1,35.6,16.3,2020
1061,University of Cergy-Pontoise,14867,0.16,0.16,35.81,19.18,12.15,23.6,35.0,62.5,2020
1062,Chaoyang University of Technology,16787,0.42,0.08,35.8,19.17,12.13,7.1,41.5,25.1,2020
1063,"University of Chemistry and Technology, Prague",4285,0.1,0.2,35.79,19.16,12.12,17.8,40.7,49.3,2020
1064,University of Chester,10915,0.2,0.11,35.78,19.15,12.1,24.8,34.8,46.6,2020
1065,Chiang Mai University,35013,0.16,0.02,35.77,19.14,12.09,18.0,48.6,32.8,2020
1066,Chiba Institute of Technology,9763,0.3,0.01,35.75,19.12,12.07,6.8,38.9,16.9,2020
1067,Chubu University,12533,0.24,0.01,35.74,19.11,12.06,17.6,36.4,27.5,2020
1068,Chungnam National University,21908,0.2,0.04,35.73,19.1,12.04,12.1,46.6,23.0,2020
1069,Chung Yuan Christian University,15926,0.33,0.11,35.72,19.09,12.02,14.8,47.2,35.2,2020
1070,Chuo University,26302,0.37,0.04,35.71,19.08,12.01,23.0,36.8,23.0,2020
1071,Cochin University of Science and Technology,8271,0.19,0.0,35.7,19.07,11.99,7.7,34.7,14.5,2020
1072,University of Colombo,22322,0.3,0.01,35.69,19.05,11.98,13.9,34.8,38.2,2020
1073,Comenius University in Bratislava,20056,0.1,0.14,35.68,19.04,11.96,22.3,34.6,52.0,2020
1074,University of Concepción,27640,0.17,0.01,35.67,19.03,11.95,19.7,56.6,48.7,2020
1075,University of Constantine 1,35382,0.21,0.0,35.66,19.02,11.93,7.9,35.4,37.8,2020
1076,Corvinus University of Budapest,11023,0.23,0.15,35.65,19.01,11.92,23.6,34.4,44.7,2020
1077,Cukurova University,42418,0.2,0.03,35.64,19.0,11.9,15.6,87.5,19.4,2020
1078,Czech University of Life Sciences Prague (CULS),17065,0.2,0.2,35.63,18.98,11.89,18.7,49.9,53.7,2020
1079,University of Dar es Salaam,30139,0.19,0.0,35.62,18.97,11.87,20.4,34.4,46.3,2020
1080,De La Salle University,15604,0.18,0.03,35.61,18.96,11.86,26.4,34.4,30.7,2020
1081,Delhi Technological University,8242,0.23,0.0,35.6,18.95,11.84,37.5,35.3,13.5,2020
1082,Del Rosario University,10339,0.13,0.01,35.59,18.94,11.83,15.4,35.1,47.5,2020
1083,Democritus University of Thrace,30414,0.5,0.03,35.58,18.93,11.81,32.0,35.8,31.4,2020
1084,University of Dhaka,34108,0.16,0.0,35.57,18.91,11.8,16.4,36.6,40.8,2020
1085,Dokuz Eylül University,62844,0.19,0.02,35.56,18.9,11.78,19.7,40.7,18.4,2020
1086,Doshisha University,28309,0.19,0.04,35.54,18.89,11.77,7.7,35.7,27.6,2020
1087,"University of Economics, Prague",14011,0.28,0.23,35.53,18.88,11.75,5.5,35.1,43.5,2020
1088,Edge Hill University,12185,0.16,0.05,35.52,18.87,11.74,33.1,34.4,42.4,2020
1089,Ege University,46056,0.21,0.03,35.51,18.86,11.72,13.5,37.9,22.1,2020
1090,Ehime University,9333,0.13,0.02,35.5,18.84,11.71,20.5,42.7,25.9,2020
1091,The University of Electro-Communications,4813,0.15,0.05,35.49,18.83,11.69,14.1,39.1,29.0,2020
1092,University of Engineering & Technology (UET) Lahore,14654,0.15,0.02,35.48,18.82,11.68,19.4,34.7,44.4,2020
1093,Erciyes University,39178,0.29,0.03,35.47,18.81,11.66,20.6,84.4,21.5,2020
1094,Far Eastern Federal University,15601,0.1,0.19,35.46,18.8,11.65,11.9,40.4,47.0,2020
1095,Fayoum University,33084,0.14,0.01,35.45,18.79,11.63,32.7,36.0,39.3,2020
1096,Federal University of ABC (UFABC),14422,0.21,0.01,35.44,18.78,11.62,24.1,35.8,33.4,2020
1097,Federal University of Alagoas,24077,0.13,0.0,35.43,18.76,11.6,12.2,34.9,21.5,2020
1098,Federal University of Bahia,40848,0.16,0.0,35.42,18.75,11.59,18.7,34.4,23.9,2020
1099,Federal University of Ceará (UFC),34676,0.17,0.01,35.41,18.74,11.57,20.7,38.6,25.8,2020
1100,Federal University of Espírito Santo,24924,0.13,0.01,35.4,18.73,11.56,16.2,36.1,22.4,2020
1101,Federal University of Goiás,34158,0.13,0.01,35.39,18.72,11.54,14.2,39.6,20.4,2020
1102,Federal University of Health Sciences of Porto Alegre (UFCSPA),3621,0.11,0.02,35.38,18.71,11.53,12.9,34.4,18.0,2020
1103,Federal University of Itajubá,9449,0.19,0.01,35.37,18.7,11.51,19.8,36.5,22.7,2020
1104,Federal University of Lavras,14024,0.19,0.01,35.36,18.69,11.5,11.2,54.8,18.8,2020
1105,Federal University of Mato Grosso do Sul,25018,0.18,0.0,35.35,18.67,11.48,7.4,34.4,16.8,2020
1106,Federal University of Ouro Preto,13823,0.16,0.01,35.34,18.66,11.47,19.4,36.4,20.6,2020
1107,Federal University of Pará,48114,0.2,0.0,35.33,18.65,11.45,11.8,34.8,24.0,2020
1108,Federal University of Paraná (UFPR),34528,0.14,0.0,35.32,18.64,11.44,12.7,35.1,22.2,2020
1109,Federal University of Pernambuco,34072,0.13,0.01,35.31,18.63,11.42,14.3,35.9,20.8,2020
1110,Federal University of Rio Grande do Norte (UFRN),42573,0.17,0.0,35.3,18.62,11.41,19.0,41.6,23.2,2020
1111,Federal Rural University of the Semi-Arid Region,5872,0.08,0.0,35.29,18.61,11.39,1.7,34.4,14.0,2020
1112,Federal University of Santa Maria,27285,0.14,0.0,35.28,18.59,11.38,13.5,35.0,17.4,2020
1113,Federal University of São Carlos,19134,0.15,0.02,35.27,18.58,11.36,17.3,41.2,24.5,2020
1114,Federal University of Technology – Paraná,35177,0.14,0.01,35.26,18.57,11.35,8.6,37.3,19.3,2020
1115,Federal University of Viçosa,17595,0.14,0.02,35.25,18.56,11.33,12.3,47.6,20.1,2020
1116,Feng Chia University,19840,0.23,0.16,35.24,18.55,11.32,17.2,39.5,40.6,2020
1117,Fluminense Federal University,55502,0.15,0.0,35.23,18.54,11.3,14.8,35.2,23.5,2020
1118,University of Fortaleza (UNIFOR),23923,0.15,0.0,35.22,18.53,11.29,41.4,34.4,29.1,2020
1119,University of Fukui,5020,0.09,0.04,35.21,18.52,11.28,9.7,39.7,21.6,2020
1120,Universitas Gadjah Mada,38310,0.09,0.02,35.2,18.5,11.26,15.7,61.4,34.1,2020
1121,Gazi University,77346,0.3,0.03,35.19,18.49,11.25,13.2,40.5,16.6,2020
1122,Gaziantep University,37903,0.38,0.06,35.18,18.48,11.23,15.6,34.7,23.8,2020
1123,University of Gdańsk,27859,0.17,0.02,35.17,18.47,11.22,19.7,34.7,29.9,2020
1124,Gebze Technical University,7487,0.27,0.02,35.16,18.46,11.2,19.4,36.7,27.5,2020
1125,Gifu University,7194,0.08,0.04,35.15,18.45,11.19,16.9,38.5,23.1,2020
1126,GITAM University,17226,0.14,0.02,35.14,18.44,11.17,15.0,35.2,19.6,2020
1127,Government College University Lahore,9986,0.24,0.01,35.13,18.43,11.16,5.7,34.4,35.3,2020
1128,Grigore T. Popa University of Medicine and Pharmacy,9375,0.11,0.28,35.12,18.42,11.14,14.5,34.6,41.2,2020
1129,University of Guadalajara,123932,0.56,0.0,35.11,18.4,11.13,10.0,34.4,28.3,2020
1130,University of Guanajuato,26034,0.2,0.03,35.1,18.39,11.12,13.5,34.6,35.7,2020
1131,Guangxi University,36083,0.17,0.04,35.09,18.38,11.1,17.9,42.8,20.6,2020
1132,Gubkin Russian State University of Oil and Gas,8406,0.12,0.07,35.08,18.37,11.09,8.2,61.5,22.8,2020
1133,University of Guilan,16240,0.28,0.0,35.07,18.36,11.07,29.5,34.8,15.7,2020
1134,Gunma University,6473,0.08,0.03,35.06,18.35,11.06,17.8,37.6,19.4,2020
1135,Hallym University,8108,0.1,0.05,35.05,18.34,11.04,16.0,35.4,21.5,2020
1136,Hashemite University,15654,0.18,0.07,35.04,18.33,11.03,8.3,34.4,50.9,2020
1137,Université Hassan II de Casablanca,110125,0.28,0.02,35.03,18.32,11.01,24.8,36.4,34.4,2020
1138,University of Havana,14856,0.1,0.07,35.02,18.31,11.0,9.5,40.2,52.5,2020
1139,Helwan University,113043,0.22,0.01,35.01,18.29,10.99,20.0,35.1,40.2,2020
1140,Hosei University,30969,0.41,0.02,35.0,18.28,10.97,25.9,35.2,25.8,2020
1141,University of Hradec Králové,6611,0.15,0.04,34.99,18.27,10.96,12.7,34.7,33.1,2020
1142,Huaqiao University,30491,0.18,0.11,34.98,18.26,10.94,27.3,37.2,48.0,2020
1143,University of Hyogo,6566,0.13,0.03,34.97,18.25,10.93,10.4,46.4,18.5,2020
1144,Ibaraki University,8181,0.15,0.03,34.96,18.24,10.91,8.1,40.2,23.4,2020
1145,Imam Abdulrahman Bin Faisal University,24763,0.09,0.04,34.95,18.23,10.9,15.3,34.8,73.2,2020
1146,Incheon National University,13499,0.22,0.03,34.94,18.22,10.89,21.9,37.0,29.3,2020
1147,Industrial University of Santander (UIS),20851,0.25,0.0,34.93,18.21,10.87,35.1,34.7,38.7,2020
1148,I-Shou University,13970,0.29,0.14,34.92,18.2,10.86,13.3,45.3,35.2,2020
1149,Istanbul Medipol University,26215,0.29,0.02,34.91,18.18,10.84,10.8,35.9,20.9,2020
1150,Ivane Javakhishvili Tbilisi State University,19670,0.24,0.02,34.9,18.17,10.83,4.6,34.8,45.9,2020
1151,Ivan Franko National University of Lviv,16220,0.09,0.01,34.89,18.16,10.81,4.3,34.4,36.6,2020
1152,Iwate University,5516,0.14,0.03,34.88,18.15,10.8,12.0,42.1,22.4,2020
