rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun,year
401–500,Hokkaido University,18038,8.0,0.09,35.0–39.9,42.1,40.2,33.1,52.0,32.6,,2018.0
401–500,Hong Kong Baptist University,11467,11.4,0.3,35.0–39.9,22.0,13.8,66.9,32.4,84.8,,2018.0
401–500,Huazhong University of Science and Technology,56140,16.7,0.05,35.0–39.9,31.2,27.5,50.3,63.9,22.5,,2018.0
401–500,University of Hull,13480,16.6,0.19,35.0–39.9,24.0,21.5,53.1,34.2,73.1,,2018.0
401–500,Jordan University of Science and Technology,23103,12.6,0.2,35.0–39.9,14.8,7.0,79.4,34.3,64.1,,2018.0
401–500,University of Jyväskylä,10020,15.8,0.05,35.0–39.9,28.6,28.2,58.4,33.7,50.0,,2018.0
401–500,University of Kaiserslautern,14493,52.5,0.16,35.0–39.9,34.1,22.8,48.7,73.2,48.5,,2018.0
401–500,University of KwaZulu-Natal,32023,25.3,0.05,35.0–39.9,25.0,30.8,49.8,41.2,59.3,,2018.0
401–500,Kyung Hee University,23512,17.2,0.18,35.0–39.9,29.0,37.0,46.0,82.2,54.3,,2018.0
401–500,University of Lille,67978,28.1,0.12,35.0–39.9,21.1,20.9,62.3,37.4,56.5,,2018.0
401–500,Louisiana State University,29533,20.5,0.06,35.0–39.9,35.1,35.4,52.4,7.7,33.0,,2018.0
401–500,Makerere University,36688,28.8,0.08,35.0–39.9,17.5,11.6,75.8,38.1,58.5,,2018.0
401–500,University of Manitoba,29017,28.0,0.15,35.0–39.9,27.0,27.2,56.9,40.2,45.4,,2018.0
401–500,Marche Polytechnic University,16931,24.0,0.04,35.0–39.9,25.3,14.7,79.8,39.0,29.1,,2018.0
401–500,"University of Maryland, Baltimore County",11781,18.8,0.08,35.0–39.9,23.6,17.0,70.7,33.4,32.8,,2018.0
401–500,Massey University,18688,15.7,0.29,35.0–39.9,22.5,18.9,48.9,37.6,92.5,,2018.0
401–500,Maynooth University,8361,30.6,0.12,35.0–39.9,23.2,27.6,51.0,36.3,78.1,,2018.0
401–500,Middlesex University,14755,18.0,0.46,35.0–39.9,19.7,15.1,61.2,32.1,87.0,,2018.0
401–500,University of Milan-Bicocca,34245,48.4,0.07,35.0–39.9,28.4,16.5,73.3,43.1,43.6,,2018.0
401–500,Mizzou - University of Missouri,30535,11.5,0.06,35.0–39.9,32.0,19.5,59.8,33.1,36.0,,2018.0
401–500,University of Modena and Reggio Emilia,20737,27.8,0.06,35.0–39.9,18.5,16.8,74.1,40.6,38.0,,2018.0
401–500,University of Montana,9573,16.6,0.03,35.0–39.9,34.6,17.7,69.9,33.6,25.6,,2018.0
401–500,Murdoch University,15526,30.7,0.48,35.0–39.9,20.4,23.9,58.9,41.5,91.5,,2018.0
401–500,National Chiao Tung University,12639,17.7,0.07,35.0–39.9,34.6,41.1,31.5,89.0,35.8,,2018.0
401–500,National Taiwan University of Science and Technology (Taiwan Tech),7981,18.7,0.13,35.0–39.9,30.4,43.1,39.9,85.1,36.0,,2018.0
401–500,University of Nebraska Medical Center,2856,2.4,0.09,35.0–39.9,34.7,10.6,58.6,36.2,41.2,,2018.0
401–500,University of Neuchâtel,4216,8.8,0.23,35.0–39.9,23.6,20.9,47.4,33.7,90.9,,2018.0
401–500,Northern Arizona University,27227,26.8,0.05,35.0–39.9,19.7,11.3,91.6,32.1,29.8,,2018.0
401–500,Norwegian University of Life Sciences,5723,7.1,0.22,35.0–39.9,24.0,7.9,68.0,37.3,77.9,,2018.0
401–500,University of Oklahoma,27333,10.6,0.07,35.0–39.9,32.6,18.6,68.2,38.5,37.2,,2018.0
401–500,The Open University,67355,33.0,0.08,35.0–39.9,20.9,16.2,67.6,32.4,53.6,,2018.0
401–500,Oxford Brookes University,13255,17.9,0.28,35.0–39.9,31.7,27.2,40.3,32.2,75.3,,2018.0
401–500,University of Parma,24307,27.6,0.06,35.0–39.9,18.6,19.0,69.0,37.3,37.3,,2018.0
401–500,University of Plymouth,18335,18.1,0.15,35.0–39.9,21.5,19.7,68.6,32.3,68.3,,2018.0
401–500,Universitat Politècnica de Catalunya,21581,9.8,0.12,35.0–39.9,27.1,17.6,55.3,41.6,53.2,,2018.0
401–500,Polytechnic University of Turin,30903,29.7,0.14,35.0–39.9,26.9,20.9,68.6,48.1,48.1,,2018.0
401–500,Qatar University,13342,17.6,0.42,35.0–39.9,19.8,18.3,60.7,46.1,99.8,,2018.0
401–500,Reykjavík University,3206,29.4,0.06,35.0–39.9,14.9,16.0,79.1,33.7,60.1,,2018.0
401–500,RMIT University,31465,17.2,0.25,35.0–39.9,24.2,20.5,53.3,38.4,87.1,,2018.0
401–500,University of Rome II – Tor Vergata,32325,17.9,0.06,35.0–39.9,25.2,15.4,71.9,38.5,43.3,,2018.0
401–500,University of Rome III,34492,56.2,0.04,35.0–39.9,26.3,10.6,67.3,37.4,38.4,,2018.0
401–500,Roskilde University,6034,14.5,0.09,35.0–39.9,20.0,29.3,52.1,35.0,49.6,,2018.0
401–500,Rovira i Virgili University,12604,12.6,0.1,35.0–39.9,22.2,17.2,76.4,34.5,47.7,,2018.0
401–500,University of St Gallen,7456,13.1,0.35,35.0–39.9,30.1,19.5,52.0,43.7,96.0,,2018.0
401–500,Saint Louis University,10976,6.8,0.07,35.0–39.9,35.7,14.7,65.0,34.7,28.0,,2018.0
401–500,San Diego State University,29136,30.7,0.07,35.0–39.9,23.6,23.4,69.1,32.8,30.2,,2018.0
401–500,University of Saskatchewan,16712,16.3,0.17,35.0–39.9,34.7,24.5,40.9,60.2,66.8,,2018.0
401–500,Sciences Po,9679,38.1,0.45,35.0–39.9,32.6,27.1,52.1,36.2,70.5,,2018.0
401–500,Semmelweis University,10880,10.7,0.31,35.0–39.9,22.6,11.9,61.5,34.4,73.8,,2018.0
401–500,University of Siegen,19339,49.2,0.11,35.0–39.9,24.8,25.2,61.2,39.6,52.4,,2018.0
401–500,University of Siena,17928,14.0,0.06,35.0–39.9,20.7,13.8,68.8,34.4,41.3,,2018.0
401–500,SOAS University of London,4855,11.6,0.56,35.0–39.9,37.1,35.0,31.0,31.8,77.0,,2018.0
401–500,Southern Cross University,8298,32.4,0.18,35.0–39.9,23.3,23.5,52.6,41.0,57.7,,2018.0
401–500,University of Strathclyde,17495,21.5,0.27,35.0–39.9,26.1,32.2,44.1,45.1,80.9,,2018.0
401–500,SUNY Binghamton University,17238,23.7,0.15,35.0–39.9,23.0,19.5,70.3,34.9,42.9,,2018.0
401–500,Swinburne University of Technology,13269,24.7,0.25,35.0–39.9,25.6,24.3,59.0,36.1,74.2,,2018.0
401–500,The University of Texas at San Antonio,25945,25.8,0.06,35.0–39.9,18.8,18.4,84.2,32.4,34.2,,2018.0
401–500,Tokyo Medical and Dental University (TMDU),2906,3.2,0.07,35.0–39.9,35.9,20.5,53.2,57.1,24.5,,2018.0
401–500,Tongji University,35810,12.9,0.11,35.0–39.9,36.5,38.2,25.4,99.4,47.5,,2018.0
401–500,University of Tsukuba,16514,13.0,0.19,35.0–39.9,38.6,35.0,34.1,47.0,39.9,,2018.0
401–500,The University of Tulsa,4671,12.4,0.25,35.0–39.9,35.5,14.1,62.1,56.5,44.9,,2018.0
401–500,University of Turin,59116,31.4,0.07,35.0–39.9,20.6,20.3,72.3,45.3,43.7,,2018.0
401–500,UiT The Arctic University of Norway,12601,12.1,0.12,35.0–39.9,20.9,17.1,63.5,40.5,68.0,,2018.0
401–500,University of Urbino Carlo Bo,11658,28.6,0.09,35.0–39.9,17.9,10.0,81.3,34.1,43.4,,2018.0
401–500,Verona University,24582,20.6,0.06,35.0–39.9,22.8,11.9,79.8,36.8,42.0,,2018.0
401–500,Victoria University of Wellington,17086,19.8,0.2,35.0–39.9,27.6,30.4,48.0,57.2,87.6,,2018.0
401–500,Western Sydney University,32744,34.0,0.13,35.0–39.9,19.1,26.0,62.3,37.1,77.8,,2018.0
401–500,University of Wisconsin-Milwaukee,21928,18.7,0.06,35.0–39.9,23.2,20.4,65.7,33.4,30.7,,2018.0
401–500,Wuhan University,50178,14.3,0.07,35.0–39.9,44.9,33.7,37.5,89.9,37.7,,2018.0
401–500,Xiamen University,41430,15.0,0.04,35.0–39.9,28.8,24.9,56.4,9.7,28.9,,2018.0
501–600,Alfaisal University,1891,14.5,0.34,30.7–34.9,16.1,27.3,39.3,54.3,97.4,,2018.0
501–600,American University of Beirut,8045,8.6,0.22,30.7–34.9,25.7,12.2,52.9,38.3,87.5,,2018.0
501–600,Aristotle University of Thessaloniki,45709,24.7,0.04,30.7–34.9,20.6,15.9,53.8,38.5,38.2,,2018.0
501–600,University of Arkansas,24140,20.4,0.06,30.7–34.9,26.4,19.5,47.6,44.5,30.0,,2018.0
501–600,Athens University of Economics and Business,9674,42.2,0.07,30.7–34.9,17.7,22.8,51.8,48.6,45.8,,2018.0
501–600,Australian Catholic University,21846,30.7,0.09,30.7–34.9,16.8,19.7,59.5,35.3,45.0,,2018.0
501–600,University of Aveiro,10105,17.1,0.1,30.7–34.9,23.5,26.3,45.5,39.8,49.0,,2018.0
501–600,Blaise Pascal University,15538,15.2,0.13,30.7–34.9,21.5,6.5,61.1,33.5,62.9,,2018.0
501–600,Bond University,3215,13.9,0.39,30.7–34.9,19.3,23.4,37.6,34.6,88.9,,2018.0
501–600,Université Bourgogne Franche-Comté (UBFC),56702,28.9,0.11,30.7–34.9,23.9,13.0,55.6,35.7,50.6,,2018.0
501–600,Ca’ Foscari University of Venice,19353,40.7,0.08,30.7–34.9,25.6,28.4,37.3,34.7,43.3,,2018.0
501–600,Carleton University,25973,30.1,0.2,30.7–34.9,20.5,28.0,43.0,33.6,65.6,,2018.0
501–600,University of Catania,35168,22.8,0.01,30.7–34.9,17.2,11.7,70.1,34.3,28.4,,2018.0
501–600,Catholic University of the Sacred Heart,32844,11.4,0.08,30.7–34.9,19.7,11.6,62.5,35.3,35.8,,2018.0
501–600,Central China Normal University,36706,23.1,0.07,30.7–34.9,23.5,9.2,72.5,39.0,28.7,,2018.0
501–600,Central Queensland University,13048,27.8,0.29,30.7–34.9,27.8,10.1,58.9,34.3,61.2,,2018.0
501–600,"China Medical University, Taiwan",7752,17.1,0.1,30.7–34.9,24.4,27.1,42.3,79.1,29.3,,2018.0
501–600,University of Coimbra,21928,17.0,0.16,30.7–34.9,25.3,23.4,48.2,37.8,55.1,,2018.0
501–600,Complutense University of Madrid,62392,20.1,0.13,30.7–34.9,35.2,27.4,38.5,33.5,41.7,,2018.0
501–600,Concordia University,32331,31.1,0.28,30.7–34.9,21.4,24.0,40.3,34.8,80.7,,2018.0
501–600,Creighton University,8213,11.3,0.09,30.7–34.9,37.1,10.3,56.2,35.0,31.1,,2018.0
501–600,Diego Portales University,16348,14.4,0.02,30.7–34.9,15.7,8.7,74.7,31.8,47.7,,2018.0
501–600,East China Normal University,27189,12.6,0.13,30.7–34.9,25.4,20.1,46.9,46.0,47.2,,2018.0
501–600,Edith Cowan University,16315,35.5,0.23,30.7–34.9,20.4,20.3,52.2,36.4,77.4,,2018.0
501–600,Ewha Womans University,15044,14.4,0.11,30.7–34.9,27.1,26.4,43.0,68.9,42.6,,2018.0
501–600,Universidade Federal de São Paulo (UNIFESP),14475,9.3,0.01,30.7–34.9,35.8,16.9,41.2,34.0,24.6,,2018.0
501–600,Federico Santa María Technical University,19265,30.3,0.02,30.7–34.9,14.6,10.7,64.8,40.0,51.7,,2018.0
501–600,University of Ferrara,13902,8.3,0.07,30.7–34.9,21.2,10.2,69.6,34.2,44.8,,2018.0
501–600,University of Granada,59539,17.6,0.14,30.7–34.9,22.5,19.2,46.8,32.8,50.1,,2018.0
501–600,Harbin Institute of Technology,29395,10.0,0.09,30.7–34.9,34.4,31.9,31.4,99.0,31.6,,2018.0
501–600,University of Hertfordshire,17330,17.3,0.28,30.7–34.9,18.2,11.9,54.0,32.6,79.0,,2018.0
501–600,Indian Institute of Technology Delhi,7284,13.3,0.01,30.7–34.9,36.6,19.2,48.7,51.8,16.8,,2018.0
501–600,Indian Institute of Technology Kanpur,6472,15.2,0.01,30.7–34.9,32.6,21.7,38.5,92.7,19.5,,2018.0
501–600,Indian Institute of Technology Roorkee,8240,14.1,0.01,30.7–34.9,30.2,18.1,56.1,69.9,16.0,,2018.0
501–600,University of Ioannina,21672,41.6,0.04,30.7–34.9,19.2,14.9,68.1,36.5,42.7,,2018.0
501–600,Johannes Kepler University of Linz,6449,11.0,0.1,30.7–34.9,26.3,15.3,49.8,53.7,59.9,,2018.0
501–600,Keele University,7985,13.9,0.23,30.7–34.9,19.8,19.5,54.5,33.8,73.4,,2018.0
501–600,Kent State University,23647,18.6,0.09,30.7–34.9,23.8,16.9,60.2,32.1,37.3,,2018.0
501–600,King Fahd University of Petroleum and Minerals,6471,6.1,0.2,30.7–34.9,26.8,12.8,37.4,61.7,85.5,,2018.0
501–600,King Saud University,34489,9.3,0.1,30.7–34.9,24.5,27.6,30.7,95.1,78.8,,2018.0
501–600,Konkuk University,15229,28.0,0.12,30.7–34.9,33.1,32.5,23.3,39.4,40.5,,2018.0
501–600,Lappeenranta-Lahti University of Technology LUT,3622,23.4,0.19,30.7–34.9,26.7,26.5,32.6,55.8,58.7,,2018.0
501–600,Lehigh University,6476,11.4,0.16,30.7–34.9,24.7,19.9,54.5,36.6,40.5,,2018.0
501–600,University of Limerick,13302,20.3,0.18,30.7–34.9,22.1,19.9,46.5,36.0,85.0,,2018.0
501–600,Lincoln University,2455,4.3,0.34,30.7–34.9,29.1,16.1,41.8,36.6,83.7,,2018.0
501–600,University of Lisbon,49682,18.6,0.1,30.7–34.9,24.0,22.6,53.2,36.8,49.4,,2018.0
501–600,Liverpool John Moores University,18270,18.2,0.13,30.7–34.9,18.0,14.7,62.7,32.7,66.8,,2018.0
501–600,University of Lorraine,55606,18.4,0.15,30.7–34.9,21.9,11.3,60.7,37.8,58.0,,2018.0
501–600,Mahidol University,28996,10.5,0.03,30.7–34.9,27.1,16.0,43.4,60.0,45.0,,2018.0
501–600,Masaryk University,34756,22.4,0.2,30.7–34.9,22.2,22.7,42.8,33.7,56.3,,2018.0
501–600,Memorial University of Newfoundland,15116,12.9,0.15,30.7–34.9,19.1,16.1,55.9,49.5,58.3,,2018.0
501–600,Missouri University of Science and Technology,8146,23.7,0.17,30.7–34.9,26.2,23.9,40.6,47.5,65.9,,2018.0
501–600,Montana State University,14023,18.8,0.04,30.7–34.9,18.1,18.2,66.1,48.2,27.2,,2018.0
501–600,Nantes Université,37231,24.7,0.1,30.7–34.9,20.2,19.3,55.7,36.2,46.8,,2018.0
501–600,National and Kapodistrian University of Athens,60850,32.9,0.09,30.7–34.9,26.3,13.6,54.4,49.3,46.2,,2018.0
501–600,National Cheng Kung University (NCKU),21337,14.4,0.11,30.7–34.9,28.3,38.2,28.3,99.8,31.9,,2018.0
501–600,National Taiwan Normal University,10718,12.9,0.26,30.7–34.9,28.8,33.5,25.3,82.9,47.9,,2018.0
501–600,New Jersey Institute of Technology,11423,21.1,0.18,30.7–34.9,19.7,14.7,59.7,34.2,55.4,,2018.0
501–600,Northumbria University,22175,17.8,0.16,30.7–34.9,19.1,15.2,50.3,32.4,65.1,,2018.0
501–600,NOVA University of Lisbon,19495,19.1,0.14,30.7–34.9,24.8,24.8,46.5,43.9,55.9,,2018.0
501–600,Oklahoma State University,21677,22.1,0.06,30.7–34.9,27.5,22.4,42.5,36.1,29.8,,2018.0
501–600,University of Palermo,43249,27.8,0.01,30.7–34.9,19.1,13.5,67.8,33.0,25.7,,2018.0
501–600,Panthéon-Sorbonne University – Paris 1,40270,33.4,0.21,30.7–34.9,49.3,40.1,10.4,32.0,50.8,,2018.0
501–600,Polytechnic University of Valencia,23471,10.0,0.11,30.7–34.9,24.0,25.4,44.4,43.5,43.6,,2018.0
501–600,Pontificia Universidad Católica de Chile,27065,15.4,0.07,30.7–34.9,25.9,25.1,42.5,35.8,53.9,,2018.0
501–600,Pontifical Javeriana University,28108,17.0,0.01,30.7–34.9,17.0,8.7,66.6,32.6,44.7,,2018.0
501–600,University of Porto,31743,18.8,0.11,30.7–34.9,27.1,26.9,47.0,39.8,48.3,,2018.0
501–600,University of Portsmouth,19095,15.5,0.27,30.7–34.9,19.1,14.3,57.1,32.1,83.1,,2018.0
501–600,Université du Québec,54033,20.1,0.1,30.7–34.9,26.2,22.4,43.4,40.9,62.9,,2018.0
501–600,Renmin University of China,25183,12.0,0.06,30.7–34.9,42.3,21.4,37.6,38.2,42.6,,2018.0
501–600,University of Salento,19025,37.8,0.01,30.7–34.9,20.1,11.8,62.4,36.6,26.6,,2018.0
501–600,University of Sassari,12194,19.6,0.01,30.7–34.9,20.9,13.1,61.0,34.1,35.8,,2018.0
501–600,Sejong University,11884,16.3,0.06,30.7–34.9,25.5,18.5,50.2,35.0,33.2,,2018.0
501–600,Shandong University,45900,14.8,0.05,30.7–34.9,35.4,30.9,29.5,69.7,22.7,,2018.0
501–600,Université de Sherbrooke,14373,12.3,0.08,30.7–34.9,29.0,13.2,51.3,33.4,57.2,,2018.0
501–600,"Soochow University, China",45109,16.0,0.05,30.7–34.9,21.1,17.7,61.6,68.4,22.5,,2018.0
501–600,South China University of Technology,42076,16.3,0.02,30.7–34.9,22.5,24.1,48.3,65.9,22.5,,2018.0
501–600,University of South Dakota,15624,31.8,0.03,30.7–34.9,30.9,14.0,56.4,33.6,24.1,,2018.0
501–600,Southeast University,32464,11.7,0.05,30.7–34.9,29.7,32.9,33.2,92.7,21.7,,2018.0
501–600,University of Split,20817,30.7,0.01,30.7–34.9,16.8,12.5,60.3,33.5,41.7,,2018.0
501–600,Stevens Institute of Technology,5636,16.2,0.35,30.7–34.9,20.6,16.2,59.5,33.2,64.2,,2018.0
501–600,University of the Sunshine Coast,8202,28.3,0.16,30.7–34.9,17.1,20.9,46.5,34.4,63.3,,2018.0
501–600,Tampere University of Technology,5490,19.6,0.08,30.7–34.9,25.4,15.9,54.2,80.2,51.0,,2018.0
501–600,University of Texas at Arlington,26325,25.3,0.14,30.7–34.9,20.8,16.4,51.5,37.7,41.3,,2018.0
501–600,Texas Tech University,32486,22.2,0.09,30.7–34.9,31.0,18.4,39.5,33.1,42.5,,2018.0
501–600,Tianjin University,30513,12.0,0.01,30.7–34.9,36.9,32.8,28.5,97.1,18.8,,2018.0
501–600,Tokyo Metropolitan University,9263,10.0,0.04,30.7–34.9,22.7,13.3,57.8,34.0,24.8,,2018.0
501–600,University of Toledo,18525,15.9,0.1,30.7–34.9,32.7,13.9,42.9,42.9,41.9,,2018.0
501–600,Universiti Tunku Abdul Rahman (UTAR),18642,16.9,0.01,30.7–34.9,15.4,7.8,71.3,32.5,30.8,,2018.0
501–600,University of Ulsan,13689,12.6,0.03,30.7–34.9,20.1,20.3,59.4,56.2,20.7,,2018.0
501–600,Ulster University,18550,14.9,0.08,30.7–34.9,21.0,15.6,50.6,33.0,72.0,,2018.0
501–600,United Arab Emirates University,7492,9.2,0.26,30.7–34.9,22.9,16.9,49.1,38.4,95.1,,2018.0
501–600,University of Valencia,48725,14.9,0.09,30.7–34.9,21.9,18.4,56.2,34.4,42.2,,2018.0
501–600,University of Warsaw,50026,14.1,0.09,30.7–34.9,25.9,18.3,47.1,32.4,44.6,,2018.0
501–600,University of the West of Scotland,11160,19.9,0.13,30.7–34.9,14.9,10.9,68.2,32.4,61.4,,2018.0
501–600,Xi’an Jiaotong University,32199,10.7,0.04,30.7–34.9,32.7,26.2,35.0,56.0,35.8,,2018.0
601–800,University of the Aegean,12264,37.9,0.01,21.5–30.6,17.7,16.4,41.3,32.4,35.4,,2018.0
601–800,AGH University of Science and Technology,32930,14.9,0.02,21.5–30.6,18.6,12.3,35.6,35.7,20.3,,2018.0
601–800,The University of Aizu,1228,11.5,0.03,21.5–30.6,19.4,10.0,42.7,34.8,67.5,,2018.0
601–800,University of Alcalá,18023,13.1,0.21,21.5–30.6,20.4,12.2,45.9,40.5,59.8,,2018.0
601–800,University of Algarve,7643,12.2,0.11,21.5–30.6,19.5,11.2,42.3,33.2,56.9,,2018.0
601–800,Aligarh Muslim University,17732,14.6,0.02,21.5–30.6,29.9,10.1,33.1,31.7,23.9,,2018.0
601–800,American University in Cairo,6093,12.4,0.05,21.5–30.6,23.3,18.0,24.7,32.5,68.3,,2018.0
601–800,American University of Sharjah,5778,15.0,0.84,21.5–30.6,15.5,12.5,22.7,35.4,96.2,,2018.0
601–800,Amirkabir University of Technology,12815,23.3,0.01,21.5–30.6,27.4,27.2,35.3,74.4,16.8,,2018.0
601–800,"University of the Andes, Colombia",16664,15.3,0.02,21.5–30.6,21.1,15.0,49.4,39.9,53.2,,2018.0
601–800,Atılım University,7100,16.1,0.05,21.5–30.6,16.1,7.5,60.0,33.3,34.6,,2018.0
601–800,Auburn University,23186,18.2,0.05,21.5–30.6,31.8,20.2,30.9,38.9,33.2,,2018.0
601–800,Babeş-Bolyai University,37961,24.3,0.02,21.5–30.6,24.8,11.3,32.9,32.2,40.8,,2018.0
601–800,Banaras Hindu University,24399,18.8,0.02,21.5–30.6,24.8,15.5,26.4,31.7,16.0,,2018.0
601–800,University of the Basque Country,44028,14.8,0.06,21.5–30.6,21.0,14.8,51.4,34.8,40.8,,2018.0
601–800,Baylor University,16736,17.0,0.05,21.5–30.6,30.7,16.7,39.2,33.1,27.1,,2018.0
601–800,University of Bedfordshire,11365,18.9,0.32,21.5–30.6,17.6,12.0,24.5,32.0,71.8,,2018.0
601–800,Beihang University,28884,14.4,0.06,21.5–30.6,27.1,30.6,21.0,99.1,24.2,,2018.0
601–800,Beijing Institute of Technology,28174,12.6,0.07,21.5–30.6,29.2,28.5,16.5,93.9,22.1,,2018.0
601–800,University of Beira Interior,6925,16.0,0.08,21.5–30.6,20.0,15.0,48.7,32.0,41.8,,2018.0
601–800,Ben-Gurion University of the Negev,16568,20.4,0.03,21.5–30.6,24.6,26.4,34.7,42.7,35.5,,2018.0
601–800,Beni-Suef University,69962,32.5,0.01,21.5–30.6,18.4,6.4,63.2,31.8,43.3,,2018.0
601–800,Bournemouth University,12300,17.3,0.19,21.5–30.6,18.1,15.7,40.9,32.1,77.0,,2018.0
601–800,University of Bradford,9635,16.9,0.3,21.5–30.6,19.2,14.5,26.7,34.6,81.4,,2018.0
601–800,University of Brighton,16665,17.5,0.22,21.5–30.6,18.2,12.5,39.3,32.7,69.6,,2018.0
601–800,University of Cagliari,29645,32.6,0.02,21.5–30.6,20.5,6.1,62.6,34.4,36.0,,2018.0
601–800,Capital Medical University,12488,6.9,0.04,21.5–30.6,26.4,18.9,19.0,32.4,20.5,,2018.0
601–800,Carlos III University of Madrid,16429,11.1,0.14,21.5–30.6,24.6,15.3,33.6,36.3,56.8,,2018.0
601–800,University of Central Lancashire,16500,15.5,0.18,21.5–30.6,17.2,12.5,35.3,32.2,59.3,,2018.0
601–800,Central South University,55707,17.1,0.01,21.5–30.6,23.6,23.7,26.8,68.4,16.6,,2018.0
601–800,Chang Gung University,7540,12.5,0.02,21.5–30.6,22.1,25.5,29.9,41.7,19.1,,2018.0
601–800,"University of Chemistry and Technology, Prague",4210,10.0,0.2,21.5–30.6,24.8,13.8,20.9,39.2,49.4,,2018.0
601–800,Chiba University,14002,10.1,0.05,21.5–30.6,27.6,17.7,32.1,52.5,24.2,,2018.0
601–800,University of Chile,38848,17.2,0.05,21.5–30.6,24.4,19.0,34.3,31.8,49.1,,2018.0
601–800,China Agricultural University,18725,11.3,0.02,21.5–30.6,33.3,23.1,34.7,45.2,20.6,,2018.0
601–800,"China University of Geosciences, Beijing",17840,17.5,0.01,21.5–30.6,27.7,14.5,41.8,50.7,20.6,,2018.0
601–800,"China University of Geosciences, Wuhan",30585,20.3,0.03,21.5–30.6,21.6,15.2,33.5,48.0,21.8,,2018.0
601–800,Chonnam National University,23984,13.8,0.03,21.5–30.6,20.8,14.5,31.1,36.9,24.1,,2018.0
601–800,Chulalongkorn University,38734,14.8,0.03,21.5–30.6,27.0,14.9,18.4,73.3,34.8,,2018.0
601–800,Comenius University in Bratislava,22857,11.1,0.11,21.5–30.6,22.6,11.9,25.3,31.8,49.1,,2018.0
601–800,Coventry University,22735,14.3,0.45,21.5–30.6,18.6,10.1,28.7,32.3,82.0,,2018.0
601–800,Czech Technical University in Prague,21266,13.2,0.16,21.5–30.6,20.2,17.3,28.5,39.3,45.3,,2018.0
601–800,Dalian University of Technology,38678,16.6,0.02,21.5–30.6,23.3,21.3,32.6,82.9,23.1,,2018.0
601–800,University of Dayton,10502,15.2,0.15,21.5–30.6,30.2,15.1,22.3,37.8,33.0,,2018.0
601–800,University of Delhi,22107,23.1,0.01,21.5–30.6,40.2,17.6,23.1,31.9,18.4,,2018.0
601–800,De Montfort University,15880,18.8,0.25,21.5–30.6,18.9,13.6,31.9,31.9,65.5,,2018.0
601–800,Dublin Institute of Technology,14544,19.5,0.26,21.5–30.6,17.0,10.7,34.6,33.5,77.5,,2018.0
601–800,East China University of Science and Technology,24207,17.4,0.06,21.5–30.6,20.9,17.2,45.9,83.8,30.6,,2018.0
601–800,Eastern Mediterranean University,19069,32.5,0.84,21.5–30.6,18.0,16.3,36.1,79.5,80.9,,2018.0
601–800,University of East London,11855,20.3,0.33,21.5–30.6,22.4,13.1,18.2,31.8,77.3,,2018.0
601–800,École Centrale de Lyon,1871,15.2,0.22,21.5–30.6,29.2,15.0,33.9,71.4,61.9,,2018.0
601–800,École normale supérieure Paris-Saclay,1631,10.5,0.15,21.5–30.6,31.3,10.6,42.2,45.0,55.3,,2018.0
601–800,Edinburgh Napier University,10955,20.3,0.32,21.5–30.6,17.0,10.9,30.4,34.2,77.1,,2018.0
601–800,Embry-Riddle Aeronautical University,15514,15.3,0.11,21.5–30.6,16.6,7.4,63.6,31.9,27.6,,2018.0
601–800,Eötvös Loránd University,23558,14.8,0.07,21.5–30.6,21.1,12.6,42.2,32.4,47.0,,2018.0
601–800,Universidade Estadual Paulista (Unesp),44059,13.3,0.03,21.5–30.6,33.7,21.6,12.7,33.1,22.2,,2018.0
601–800,Universidade Federal do ABC (UFABC),12467,20.3,0.01,21.5–30.6,29.2,12.1,29.3,34.5,32.8,,2018.0
601–800,Federal University of Itajubá,7559,15.3,0.01,21.5–30.6,29.5,20.4,11.8,100.0,19.6,,2018.0
601–800,Federal University of Minas Gerais,45138,14.5,0.02,21.5–30.6,29.3,14.5,30.8,34.3,24.8,,2018.0
601–800,Federal University of Rio de Janeiro,54989,14.0,0.02,21.5–30.6,30.2,19.8,23.2,40.5,28.3,,2018.0
601–800,Universidade Federal do Rio Grande do Sul,39588,14.4,0.01,21.5–30.6,30.0,9.0,30.7,6.1,23.5,,2018.0
601–800,Florida Atlantic University,17330,15.8,0.1,21.5–30.6,19.0,12.9,40.6,1.7,45.5,,2018.0
601–800,Florida Institute of Technology,5343,14.6,0.35,21.5–30.6,22.4,12.7,26.1,34.7,59.7,,2018.0
601–800,Fuzhou University,35901,17.7,0.01,21.5–30.6,17.5,10.2,54.0,42.1,20.0,,2018.0
601–800,Gebze Technical University,5781,23.1,0.02,21.5–30.6,19.8,10.4,34.7,33.4,26.6,,2018.0
601–800,Glasgow Caledonian University,13825,21.9,0.19,21.5–30.6,17.1,10.9,42.9,32.7,59.9,,2018.0
601–800,University of Greenwich,14680,18.7,0.35,21.5–30.6,17.1,12.3,40.1,33.2,84.7,,2018.0
601–800,Hacettepe University,39181,18.3,0.05,21.5–30.6,28.2,10.7,42.9,33.8,23.6,,2018.0
601–800,University of Haifa,17917,30.7,0.02,21.5–30.6,24.9,30.0,34.3,33.8,35.9,,2018.0
601–800,Hiroshima University,14769,8.3,0.06,21.5–30.6,29.7,19.6,39.0,48.9,26.8,,2018.0
